text,label,category
557519 is your secret one time password (OTP) for logging into Amazon. Valid for 5 minutes. Do not share with anyone.,0,otp_normal
"IRCTC: PNR 490915449 confirmed. Coach S4, Berth 54. Please carry a valid original photo ID during travel.",0,travel
"PhonePe: Pending refund of ₹25,000 failed. Complete OTP verification at http://phonepe-refund.pw to credit money.",1,refund
India Post: Package delivery paused due to incomplete home address. Pay ₹10 redelivery fee at http://indiapost-reschedule.pw,1,delivery
Urgent notice from Cyber Cell: Legal case registered under your ID. Call investigation officer 9386397783 within 2 hours to avoid arrest.,1,police_threat
Alert from Bank of Baroda: Your account 4054 is restricted. Update your KYC before 9 PM tonight at http://bankofbaroda-account-reactivate.info.,1,bank_kyc
Urgent notice from Telecom Authority: Legal case registered under your ID. Call investigation officer 9952350451 within 2 hours to avoid arrest.,1,police_threat
465898 is your secret one time password (OTP) for logging into Swiggy. Valid for 5 minutes. Do not share with anyone.,0,otp_normal
"Your SBI Account XX1916 is debited by INR 420.00 at Zomato. Avl Bal: INR 75,507.00. Report unauthorized: 1800112211.",0,bank_normal
"Paytm: Pending refund of Rs 15,000 failed. Complete OTP verification at http://paytm-refund.me to credit money.",1,refund
Alert from ICICI: Your account 6989 is restricted. Update your KYC to avoid permanent blocking at http://icici-reward-claim.xyz.,1,bank_kyc
"IRCTC: PNR 326182694 confirmed. Coach B1, Berth 32. Please carry a valid original photo ID during travel.",0,travel
432066 is your secret one time password (OTP) for logging into Swiggy. Valid for 5 minutes. Do not share with anyone.,0,otp_normal
"Dear consumer, power supply will be cut off tonight at 10:00 PM for non-payment of electricity bill. Call electricity desk 9473605306 immediately.",1,utility
Alert from Bank of Baroda: Your account 4141 is restricted. Update your KYC or card will be deactivated at http://bankofbaroda-kyc-update.me.,1,bank_kyc
317767 is your secret one time password (OTP) for logging into WhatsApp. Valid for 5 minutes. Do not share with anyone.,0,otp_normal
Your order #327369 from Swiggy has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
Urgent notice from CBI Investigation: Legal case registered under your ID. Call investigation officer 9965106149 within 2 hours to avoid arrest.,1,police_threat
"Thanks for the help yesterday, really appreciate it!",0,chat
"Your PNB Account XX6520 is debited by INR 45.00 at Swiggy. Avl Bal: INR 74,224.00. Report unauthorized: 1800112211.",0,bank_normal
"Work from home daily! Earn ₹8,500 by rating movies and products online. No fee. Contact manager on WhatsApp 9211670041.",1,fake_job
Urgent notice from Police Crime Branch: Legal case registered under your ID. Call investigation officer 9228161931 within 2 hours to avoid arrest.,1,police_threat
See you in 15 minutes at the office cafeteria.,0,chat
Alert from Axis Bank: Your account 6543 is restricted. Update your KYC or card will be deactivated at http://axisbank-account-reactivate.top.,1,bank_kyc
Your order #334729 from Myntra has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
Do not share: 928310 is your OTP for transaction of INR 350.00 on Zepto with HDFC Bank Card ending 8219.,0,otp_normal
"Your ICICI Account XX4723 is debited by INR 45.00 at Zepto. Avl Bal: INR 9,781.00. Report unauthorized: 1800112211.",0,bank_normal
Can you share the lecture notes from today's session?,0,chat
"Your Canara Bank Account XX1897 is debited by INR 2,499.00 at Flipkart. Avl Bal: INR 20,150.00. Report unauthorized: 1800112211.",0,bank_normal
"Dear consumer, power supply will be cut off tonight at 8:00 PM for non-payment of electricity bill. Call electricity desk 9559034682 immediately.",1,utility
120323 is your secret one time password (OTP) for logging into Swiggy. Valid for 5 minutes. Do not share with anyone.,0,otp_normal
Your order #132930 from Flipkart has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
862473 is your secret one time password (OTP) for logging into IRCTC. Valid for 5 minutes. Do not share with anyone.,0,otp_normal
444620 is your secret one time password (OTP) for logging into Zomato. Valid for 5 minutes. Do not share with anyone.,0,otp_normal
See you in 15 minutes at the office cafeteria.,0,chat
Have you booked the movie tickets for tonight?,0,chat
656823 is your secret one time password (OTP) for logging into Swiggy. Valid for 5 minutes. Do not share with anyone.,0,otp_normal
"Your SBI Account XX5402 is debited by INR 45.00 at Swiggy. Avl Bal: INR 6,132.00. Report unauthorized: 1800112211.",0,bank_normal
Your order #115141 from Myntra has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
497172 is your secret one time password (OTP) for logging into Zomato. Valid for 5 minutes. Do not share with anyone.,0,otp_normal
Alert from PNB: Your account 1966 is restricted. Update your KYC to avoid permanent blocking at http://pnb-secure-verify.cc.,1,bank_kyc
"IRCTC: PNR 808180625 confirmed. Coach A1, Berth 37. Please carry a valid original photo ID during travel.",0,travel
Urgent notice from Telecom Authority: Legal case registered under your ID. Call investigation officer 9896996843 within 2 hours to avoid arrest.,1,police_threat
Can you share the lecture notes from today's session?,0,chat
Happy anniversary to you both! Have an amazing celebration.,0,chat
594523 is your secret one time password (OTP) for logging into WhatsApp. Valid for 5 minutes. Do not share with anyone.,0,otp_normal
"IRCTC: PNR 968972722 confirmed. Coach A1, Berth 62. Please carry a valid original photo ID during travel.",0,travel
Alert from PNB: Your account 5917 is restricted. Update your KYC to avoid permanent blocking at http://pnb-kyc-update.cc.,1,bank_kyc
See you in 15 minutes at the office cafeteria.,0,chat
Alert from Canara Bank: Your account 1999 is restricted. Update your KYC within 24 hours at http://canarabank-reward-claim.click.,1,bank_kyc
Your order #775002 from Amazon has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
"IRCTC: PNR 964041053 confirmed. Coach B1, Berth 71. Please carry a valid original photo ID during travel.",0,travel
"Dear consumer, power supply will be cut off tonight at midnight for non-payment of electricity bill. Call electricity desk 9694439254 immediately.",1,utility
Your order #402865 from Swiggy has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
"Google Pay: Pending refund of Rs 15,000 failed. Complete OTP verification at http://googlepay-refund.xyz to credit money.",1,refund
"Your SBI Account XX9904 is debited by INR 2,499.00 at Myntra. Avl Bal: INR 77,108.00. Report unauthorized: 1800112211.",0,bank_normal
987395 is your secret one time password (OTP) for logging into Swiggy. Valid for 5 minutes. Do not share with anyone.,0,otp_normal
961501 is your secret one time password (OTP) for logging into Uber. Valid for 5 minutes. Do not share with anyone.,0,otp_normal
658086 is your secret one time password (OTP) for logging into Amazon. Valid for 5 minutes. Do not share with anyone.,0,otp_normal
"Your ICICI Account XX8209 is debited by INR 890.00 at Zepto. Avl Bal: INR 29,299.00. Report unauthorized: 1800112211.",0,bank_normal
"IRCTC: PNR 370460132 confirmed. Coach S4, Berth 2. Please carry a valid original photo ID during travel.",0,travel
"Hey, let's catch up this weekend. Are you free on Saturday?",0,chat
745972 is your secret one time password (OTP) for logging into Zomato. Valid for 5 minutes. Do not share with anyone.,0,otp_normal
Your order #441609 from Flipkart has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
"IRCTC: PNR 183531892 confirmed. Coach B2, Berth 47. Please carry a valid original photo ID during travel.",0,travel
Your order #317726 from Amazon has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
Alert from SBI: Your account 8833 is restricted. Update your KYC within 24 hours at http://sbi-reward-claim.online.,1,bank_kyc
"Thanks for the help yesterday, really appreciate it!",0,chat
"Your HDFC Account XX6330 is debited by INR 45.00 at Blinkit. Avl Bal: INR 8,771.00. Report unauthorized: 1800112211.",0,bank_normal
"Your PNB Account XX7747 is debited by INR 890.00 at Swiggy. Avl Bal: INR 83,018.00. Report unauthorized: 1800112211.",0,bank_normal
Your order #773166 from Zomato has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
Have you booked the movie tickets for tonight?,0,chat
"IRCTC: PNR 551681722 confirmed. Coach S5, Berth 48. Please carry a valid original photo ID during travel.",0,travel
"Work from home daily! Earn ₹2,500 by rating movies and products online. No fee. Contact manager on WhatsApp 9636101339.",1,fake_job
"IRCTC: PNR 646810051 confirmed. Coach B3, Berth 29. Please carry a valid original photo ID during travel.",0,travel
"Work from home daily! Earn ₹4,000 by rating movies and products online. No fee. Contact manager on WhatsApp 9511814592.",1,fake_job
"IRCTC: PNR 862213959 confirmed. Coach S4, Berth 7. Please carry a valid original photo ID during travel.",0,travel
Alert from HDFC: Your account 8629 is restricted. Update your KYC or card will be deactivated at http://hdfc-secure-verify.cc.,1,bank_kyc
"Thanks for the help yesterday, really appreciate it!",0,chat
Alert from Kotak: Your account 3074 is restricted. Update your KYC today immediately at http://kotak-reward-claim.me.,1,bank_kyc
Your order #268050 from Flipkart has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
"Work from home daily! Earn ₹6,000 by rating movies and products online. No fee. Contact manager on WhatsApp 9511011140.",1,fake_job
"Thanks for the help yesterday, really appreciate it!",0,chat
Your order #133205 from Ola has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
PhonePe: You paid ₹120 to Café Coffee Day. Transaction ID: T260904123456.,0,payment_normal
"Thanks for the help yesterday, really appreciate it!",0,chat
"IRCTC: PNR 421431223 confirmed. Coach A1, Berth 57. Please carry a valid original photo ID during travel.",0,travel
Congratulations! Your mobile number won Tata Harrier SUV in nationwide lucky draw! Call manager at 9680534808 to claim your prize.,1,lottery
"IRCTC: PNR 813949679 confirmed. Coach A1, Berth 45. Please carry a valid original photo ID during travel.",0,travel
"IRCTC: PNR 240269593 confirmed. Coach S4, Berth 20. Please carry a valid original photo ID during travel.",0,travel
Your order #818648 from Uber has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
"Your Kotak Account XX1620 is debited by INR 1,250.00 at Amazon. Avl Bal: INR 36,153.00. Report unauthorized: 1800112211.",0,bank_normal
"Your SBI Account XX1818 is debited by INR 2,499.00 at Swiggy. Avl Bal: INR 82,707.00. Report unauthorized: 1800112211.",0,bank_normal
Let me know once you reach home safely.,0,chat
"Your HDFC Account XX4001 is debited by INR 890.00 at Blinkit. Avl Bal: INR 70,425.00. Report unauthorized: 1800112211.",0,bank_normal
Your order #371609 from Uber has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
Congratulations! Your mobile number won Tata Harrier SUV in nationwide lucky draw! Call manager at 9602821784 to claim your prize.,1,lottery
349220 is your secret one time password (OTP) for logging into Zomato. Valid for 5 minutes. Do not share with anyone.,0,otp_normal
542899 is your secret one time password (OTP) for logging into Myntra. Valid for 5 minutes. Do not share with anyone.,0,otp_normal
"PhonePe: Pending refund of Rs 2,50,000 failed. Complete OTP verification at http://phonepe-refund.online to credit money.",1,refund
"Dear consumer, power supply will be cut off tonight at 8:00 PM for non-payment of electricity bill. Call electricity desk 9754753328 immediately.",1,utility
"Amazon Pay: Pending refund of Rs 15,000 failed. Complete OTP verification at http://amazonpay-refund.pw to credit money.",1,refund
"IRCTC: PNR 358112117 confirmed. Coach B2, Berth 26. Please carry a valid original photo ID during travel.",0,travel
Alert from Bank of Baroda: Your account 2668 is restricted. Update your KYC before 9 PM tonight at http://bankofbaroda-reward-claim.xyz.,1,bank_kyc
"Your Bank of Baroda Account XX2406 is debited by INR 890.00 at Flipkart. Avl Bal: INR 53,268.00. Report unauthorized: 1800112211.",0,bank_normal
"Congratulations! Your mobile number won ₹25,00,000 in nationwide lucky draw! Call manager at 9559708603 to claim your prize.",1,lottery
Your order #557141 from Uber has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
"Your Canara Bank Account XX5536 is debited by INR 2,499.00 at Blinkit. Avl Bal: INR 38,071.00. Report unauthorized: 1800112211.",0,bank_normal
"Your SBI Account XX3511 is debited by INR 420.00 at Amazon. Avl Bal: INR 8,228.00. Report unauthorized: 1800112211.",0,bank_normal
Urgent notice from Cyber Cell: Legal case registered under your ID. Call investigation officer 9291064324 within 2 hours to avoid arrest.,1,police_threat
"Your PNB Account XX7099 is debited by INR 1,250.00 at Zepto. Avl Bal: INR 29,502.00. Report unauthorized: 1800112211.",0,bank_normal
Have you booked the movie tickets for tonight?,0,chat
"IRCTC: PNR 490449925 confirmed. Coach B3, Berth 14. Please carry a valid original photo ID during travel.",0,travel
"PhonePe: Pending refund of Rs 50,000 failed. Complete OTP verification at http://phonepe-refund.pw to credit money.",1,refund
"Work from home daily! Earn ₹2,500 by rating movies and products online. No fee. Contact manager on WhatsApp 9642172270.",1,fake_job
Your order #644283 from Zepto has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
Alert from Kotak: Your account 6463 is restricted. Update your KYC or card will be deactivated at http://kotak-netbank-login.online.,1,bank_kyc
135010 is your secret one time password (OTP) for logging into Uber. Valid for 5 minutes. Do not share with anyone.,0,otp_normal
"IRCTC: PNR 856575268 confirmed. Coach S5, Berth 27. Please carry a valid original photo ID during travel.",0,travel
"Your Bank of Baroda Account XX4262 is debited by INR 150.00 at Zepto. Avl Bal: INR 58,472.00. Report unauthorized: 1800112211.",0,bank_normal
Your order #997748 from Myntra has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
Can you share the lecture notes from today's session?,0,chat
Your order #363503 from Blinkit has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
438246 is your secret one time password (OTP) for logging into Zomato. Valid for 5 minutes. Do not share with anyone.,0,otp_normal
499472 is your secret one time password (OTP) for logging into Myntra. Valid for 5 minutes. Do not share with anyone.,0,otp_normal
Your order #462205 from Zomato has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
"Dear consumer, power supply will be cut off tonight at 8:00 PM for non-payment of electricity bill. Call electricity desk 9953382616 immediately.",1,utility
Your order #444359 from Zomato has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
"Your HDFC Account XX5439 is debited by INR 2,499.00 at Zomato. Avl Bal: INR 71,394.00. Report unauthorized: 1800112211.",0,bank_normal
Did you check out that new coffee shop down the street?,0,chat
Your order #217419 from Flipkart has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
Your order #388350 from Swiggy has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
Urgent notice from Cyber Cell: Legal case registered under your ID. Call investigation officer 9719408429 within 2 hours to avoid arrest.,1,police_threat
Paytm: Pending refund of ₹25 Lakhs failed. Complete OTP verification at http://paytm-refund.cc to credit money.,1,refund
See you in 15 minutes at the office cafeteria.,0,chat
"Paytm: Pending refund of ₹25,000 failed. Complete OTP verification at http://paytm-refund.click to credit money.",1,refund
"IRCTC: PNR 283879856 confirmed. Coach S5, Berth 49. Please carry a valid original photo ID during travel.",0,travel
Your order #600228 from Zomato has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
Urgent notice from Telecom Authority: Legal case registered under your ID. Call investigation officer 9930560860 within 2 hours to avoid arrest.,1,police_threat
"Your SBI Account XX4829 is debited by INR 650.00 on 04-Sep-26 at Grocery Store. Avl Bal: INR 18,420.00. Report fraud: 1800112211.",0,bank_normal
Your order #988752 from Amazon has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
"Work from home daily! Earn ₹4,000 by rating movies and products online. No fee. Contact manager on WhatsApp 9471793039.",1,fake_job
Urgent notice from Telecom Authority: Legal case registered under your ID. Call investigation officer 9166385640 within 2 hours to avoid arrest.,1,police_threat
682176 is your secret one time password (OTP) for logging into Zomato. Valid for 5 minutes. Do not share with anyone.,0,otp_normal
"Your ICICI Account XX8799 is debited by INR 2,499.00 at Swiggy. Avl Bal: INR 5,595.00. Report unauthorized: 1800112211.",0,bank_normal
"Your Axis Bank Account XX6649 is debited by INR 45.00 at Ola. Avl Bal: INR 70,066.00. Report unauthorized: 1800112211.",0,bank_normal
Alert from Bank of Baroda: Your account 9472 is restricted. Update your KYC to avoid permanent blocking at http://bankofbaroda-account-reactivate.me.,1,bank_kyc
Your order #280889 from Amazon has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
"IRCTC: PNR 239761951 confirmed. Coach S5, Berth 55. Please carry a valid original photo ID during travel.",0,travel
BlueDart Express: Delivery attempt failed for package #BD7842. Update delivery preferences and pay redelivery charges: http://bluedart-reschedule.click,1,delivery
Urgent notice from Police Crime Branch: Legal case registered under your ID. Call investigation officer 9940517121 within 2 hours to avoid arrest.,1,police_threat
263543 is your secret one time password (OTP) for logging into Swiggy. Valid for 5 minutes. Do not share with anyone.,0,otp_normal
BlueDart: Package delivery paused due to incomplete home address. Pay Rs 35 redelivery fee at http://bluedart-reschedule.click,1,delivery
"Your ICICI Account XX9051 is debited by INR 2,499.00 at Ola. Avl Bal: INR 48,554.00. Report unauthorized: 1800112211.",0,bank_normal
"Work from home daily! Earn ₹6,000 by rating movies and products online. No fee. Contact manager on WhatsApp 9660149681.",1,fake_job
948934 is your secret one time password (OTP) for logging into Uber. Valid for 5 minutes. Do not share with anyone.,0,otp_normal
894044 is your secret one time password (OTP) for logging into IRCTC. Valid for 5 minutes. Do not share with anyone.,0,otp_normal
"WhatsApp Lottery Bureau London: Your number won £500,000 in international promo. Send your full name, bank details, and passport copy to claim.",1,lottery
"IRCTC: PNR 397632383 confirmed. Coach S4, Berth 35. Please carry a valid original photo ID during travel.",0,travel
Did you check out that new coffee shop down the street?,0,chat
"Work from home daily! Earn ₹2,500 by rating movies and products online. No fee. Contact manager on WhatsApp 9982958537.",1,fake_job
See you in 15 minutes at the office cafeteria.,0,chat
"Work from home daily! Earn ₹8,500 by rating movies and products online. No fee. Contact manager on WhatsApp 9420343694.",1,fake_job
"Dear consumer, power supply will be cut off tonight at midnight for non-payment of electricity bill. Call electricity desk 9267909846 immediately.",1,utility
340617 is your secret one time password (OTP) for logging into Uber. Valid for 5 minutes. Do not share with anyone.,0,otp_normal
"Your Bank of Baroda Account XX9974 is debited by INR 150.00 at Flipkart. Avl Bal: INR 15,974.00. Report unauthorized: 1800112211.",0,bank_normal
"IRCTC: PNR 621123816 confirmed. Coach S4, Berth 60. Please carry a valid original photo ID during travel.",0,travel
"Dear consumer, power supply will be cut off tonight at midnight for non-payment of electricity bill. Call electricity desk 9251861908 immediately.",1,utility
"Dear consumer, power supply will be cut off tonight at midnight for non-payment of electricity bill. Call electricity desk 9449204103 immediately.",1,utility
"Work from home daily! Earn ₹4,000 by rating movies and products online. No fee. Contact manager on WhatsApp 9705470463.",1,fake_job
"Dear consumer, power supply will be cut off tonight at midnight for non-payment of electricity bill. Call electricity desk 9423541287 immediately.",1,utility
Zomato: Delivery executive has arrived at your location with your food. Please collect your order.,0,delivery
"Dear consumer, power supply will be cut off tonight at 8:00 PM for non-payment of electricity bill. Call electricity desk 9319624790 immediately.",1,utility
Amazon Pay: Pending refund of ₹25 Lakhs failed. Complete OTP verification at http://amazonpay-refund.xyz to credit money.,1,refund
"Your Kotak Account XX8218 is debited by INR 890.00 at Blinkit. Avl Bal: INR 71,151.00. Report unauthorized: 1800112211.",0,bank_normal
"IRCTC: PNR 368064631 confirmed. Coach A1, Berth 29. Please carry a valid original photo ID during travel.",0,travel
101906 is your secret one time password (OTP) for logging into Zomato. Valid for 5 minutes. Do not share with anyone.,0,otp_normal
Your order #321576 from Ola has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
"Dear consumer, power supply will be cut off tonight at 9:30 PM for non-payment of electricity bill. Call electricity desk 9223522711 immediately.",1,utility
"Amazon Pay: Pending refund of ₹4,999 failed. Complete OTP verification at http://amazonpay-refund.xyz to credit money.",1,refund
"Your PNB Account XX2291 is debited by INR 150.00 at Swiggy. Avl Bal: INR 13,720.00. Report unauthorized: 1800112211.",0,bank_normal
"Your PNB Account XX9120 is debited by INR 420.00 at Myntra. Avl Bal: INR 23,170.00. Report unauthorized: 1800112211.",0,bank_normal
"Your PNB Account XX2184 is debited by INR 890.00 at Zepto. Avl Bal: INR 49,148.00. Report unauthorized: 1800112211.",0,bank_normal
Congratulations! Your mobile number won 1 Crore in nationwide lucky draw! Call manager at 9734141529 to claim your prize.,1,lottery
Alert from Canara Bank: Your account 2804 is restricted. Update your KYC within 24 hours at http://canarabank-account-reactivate.xyz.,1,bank_kyc
"IRCTC: PNR 782923797 confirmed. Coach B1, Berth 19. Please carry a valid original photo ID during travel.",0,travel
"IRCTC: PNR 286643163 confirmed. Coach B1, Berth 26. Please carry a valid original photo ID during travel.",0,travel
"Your Kotak Account XX8522 is debited by INR 1,250.00 at Flipkart. Avl Bal: INR 75,320.00. Report unauthorized: 1800112211.",0,bank_normal
Your order #888428 from Flipkart has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
593197 is your secret one time password (OTP) for logging into Myntra. Valid for 5 minutes. Do not share with anyone.,0,otp_normal
Urgent notice from Telecom Authority: Legal case registered under your ID. Call investigation officer 9672451454 within 2 hours to avoid arrest.,1,police_threat
204127 is your secret one time password (OTP) for logging into IRCTC. Valid for 5 minutes. Do not share with anyone.,0,otp_normal
"Dear consumer, power supply will be cut off tonight at 8:00 PM for non-payment of electricity bill. Call electricity desk 9799192960 immediately.",1,utility
"Your Kotak Account XX3806 is debited by INR 890.00 at Zomato. Avl Bal: INR 32,386.00. Report unauthorized: 1800112211.",0,bank_normal
897783 is your secret one time password (OTP) for logging into Uber. Valid for 5 minutes. Do not share with anyone.,0,otp_normal
Alert from Canara Bank: Your account 7052 is restricted. Update your KYC to avoid permanent blocking at http://canarabank-netbank-login.cc.,1,bank_kyc
FedEx: Package delivery paused due to incomplete home address. Pay Rs 49 redelivery fee at http://fedex-reschedule.me,1,delivery
Have you booked the movie tickets for tonight?,0,chat
Did you check out that new coffee shop down the street?,0,chat
India Post: Package delivery paused due to incomplete home address. Pay Rs 35 redelivery fee at http://indiapost-reschedule.pw,1,delivery
Congratulations! Your mobile number won Tata Harrier SUV in nationwide lucky draw! Call manager at 9948698171 to claim your prize.,1,lottery
"Paytm: Pending refund of Rs 50,000 failed. Complete OTP verification at http://paytm-refund.cc to credit money.",1,refund
"PhonePe: Pending refund of Rs 2,50,000 failed. Complete OTP verification at http://phonepe-refund.site to credit money.",1,refund
"IRCTC: PNR 249809787 confirmed. Coach S4, Berth 37. Please carry a valid original photo ID during travel.",0,travel
"Dear consumer, power supply will be cut off tonight at 10:00 PM for non-payment of electricity bill. Call electricity desk 9505619606 immediately.",1,utility
Your order #337230 from Zepto has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
Congratulations! Your mobile number won Tata Harrier SUV in nationwide lucky draw! Call manager at 9912159270 to claim your prize.,1,lottery
272257 is your secret one time password (OTP) for logging into Uber. Valid for 5 minutes. Do not share with anyone.,0,otp_normal
Your order #469802 from Swiggy has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
See you in 15 minutes at the office cafeteria.,0,chat
Your order #581193 from Swiggy has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
BlueDart: Package delivery paused due to incomplete home address. Pay Rs 49 redelivery fee at http://bluedart-reschedule.site,1,delivery
Your order #621144 from Blinkit has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
Urgent notice from CBI Investigation: Legal case registered under your ID. Call investigation officer 9960991928 within 2 hours to avoid arrest.,1,police_threat
"IRCTC: PNR 921536746 confirmed. Coach B2, Berth 56. Please carry a valid original photo ID during travel.",0,travel
"IRCTC: PNR 677387192 confirmed. Coach S5, Berth 52. Please carry a valid original photo ID during travel.",0,travel
BlueDart: Package delivery paused due to incomplete home address. Pay ₹10 redelivery fee at http://bluedart-reschedule.xyz,1,delivery
698029 is your secret one time password (OTP) for logging into Uber. Valid for 5 minutes. Do not share with anyone.,0,otp_normal
Urgent notice from CBI Investigation: Legal case registered under your ID. Call investigation officer 9482380040 within 2 hours to avoid arrest.,1,police_threat
Alert from Bank of Baroda: Your account 4343 is restricted. Update your KYC within 24 hours at http://bankofbaroda-pan-link.top.,1,bank_kyc
"IRCTC: PNR 762371850 confirmed. Coach B1, Berth 58. Please carry a valid original photo ID during travel.",0,travel
Your order #402619 from Zepto has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
"Dear consumer, power supply will be cut off tonight at 10:00 PM for non-payment of electricity bill. Call electricity desk 9902977754 immediately.",1,utility
Let me know once you reach home safely.,0,chat
"Your Canara Bank Account XX6406 is debited by INR 2,499.00 at Uber. Avl Bal: INR 17,041.00. Report unauthorized: 1800112211.",0,bank_normal
Your order #919973 from Flipkart has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
Urgent notice from Police Crime Branch: Legal case registered under your ID. Call investigation officer 9593707626 within 2 hours to avoid arrest.,1,police_threat
Your order #247878 from Zepto has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
Congratulations! Your mobile number won Tata Harrier SUV in nationwide lucky draw! Call manager at 9755209744 to claim your prize.,1,lottery
Your order #440068 from Flipkart has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
Your order #648694 from Amazon has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
"Hey, let's catch up this weekend. Are you free on Saturday?",0,chat
Your order #267807 from Swiggy has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
"IRCTC: PNR 353307498 confirmed. Coach B3, Berth 10. Please carry a valid original photo ID during travel.",0,travel
Your order #675194 from Swiggy has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
830351 is your secret one time password (OTP) for logging into Zomato. Valid for 5 minutes. Do not share with anyone.,0,otp_normal
Can you share the lecture notes from today's session?,0,chat
Your order #336371 from Amazon has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
"Dear Consumer, your electricity power will be disconnected tonight at 9:30 PM because previous month bill was not updated. Contact Electricity Officer at 9876543210 immediately.",1,utility
"Thanks for the help yesterday, really appreciate it!",0,chat
"Your PNB Account XX5939 is debited by INR 1,250.00 at Zomato. Avl Bal: INR 77,322.00. Report unauthorized: 1800112211.",0,bank_normal
"Congratulations! Your mobile number won ₹25,00,000 in nationwide lucky draw! Call manager at 9925916868 to claim your prize.",1,lottery
Urgent notice from Police Crime Branch: Legal case registered under your ID. Call investigation officer 9428398843 within 2 hours to avoid arrest.,1,police_threat
"Work from home daily! Earn ₹4,000 by rating movies and products online. No fee. Contact manager on WhatsApp 9157413770.",1,fake_job
"Your ICICI Account XX7382 is debited by INR 2,499.00 at Zepto. Avl Bal: INR 5,370.00. Report unauthorized: 1800112211.",0,bank_normal
"IRCTC: PNR 536288787 confirmed. Coach B1, Berth 19. Please carry a valid original photo ID during travel.",0,travel
Alert from Kotak: Your account 3479 is restricted. Update your KYC to avoid permanent blocking at http://kotak-reward-claim.site.,1,bank_kyc
"Your SBI Account XX9384 is debited by INR 890.00 at Ola. Avl Bal: INR 53,137.00. Report unauthorized: 1800112211.",0,bank_normal
Congratulations! Your mobile number won Tata Harrier SUV in nationwide lucky draw! Call manager at 9773914536 to claim your prize.,1,lottery
"IRCTC: PNR 384391789 confirmed. Coach B2, Berth 15. Please carry a valid original photo ID during travel.",0,travel
"Your HDFC Account XX8850 is debited by INR 150.00 at Uber. Avl Bal: INR 80,476.00. Report unauthorized: 1800112211.",0,bank_normal
"IRCTC: PNR 563681876 confirmed. Coach B1, Berth 48. Please carry a valid original photo ID during travel.",0,travel
371258 is your secret one time password (OTP) for logging into Amazon. Valid for 5 minutes. Do not share with anyone.,0,otp_normal
"Your SBI Account XX5298 is debited by INR 2,499.00 at Zomato. Avl Bal: INR 60,161.00. Report unauthorized: 1800112211.",0,bank_normal
"Your Bank of Baroda Account XX8641 is debited by INR 2,499.00 at Amazon. Avl Bal: INR 37,899.00. Report unauthorized: 1800112211.",0,bank_normal
"Your Axis Bank Account XX4459 is debited by INR 45.00 at Myntra. Avl Bal: INR 70,220.00. Report unauthorized: 1800112211.",0,bank_normal
"Hey, let's catch up this weekend. Are you free on Saturday?",0,chat
Your order #789517 from Uber has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
Urgent notice from Telecom Authority: Legal case registered under your ID. Call investigation officer 9373997523 within 2 hours to avoid arrest.,1,police_threat
Your order #935488 from Flipkart has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
163972 is your secret one time password (OTP) for logging into Zomato. Valid for 5 minutes. Do not share with anyone.,0,otp_normal
"Work from home daily! Earn ₹4,000 by rating movies and products online. No fee. Contact manager on WhatsApp 9775168081.",1,fake_job
